z_m,r_m,uz_m_s,ur_m_s,speed_m_s,p_gauge_pa,vorticity_s_1,lower_envelope,lower_gas,upper_envelope,upper_gas
-0.021536190991574656,0,0.016635534360018297,0,0.016635534360018297,-0.39652701063718609,0.1393091667032777,0,0,0,0
-0.021536190991574656,2.0000000000000002e-05,0.01663518366364132,-0.00017653557774838287,0.016636120351010027,-0.39658178990981696,0.14182269283691487,0,0,0,0
-0.021536190991574656,4.0000000000000003e-05,0.016620220618223616,-0.00037404359702200292,0.016624429073231313,-0.39891903887607327,0.24906647453876773,0,0,0,0
-0.021536190991574656,6.0000000000000008e-05,0.016604155288446686,-0.00057042839655695621,0.016613950806429235,-0.40098188237408294,0.34281765289940114,0,0,0,0
-0.021536190991574656,8.0000000000000007e-05,0.016567787356505777,-0.00074681909276511993,0.016584610837994094,-0.39819627861876938,0.19074053080550804,0,0,0,0
-0.021536190991574656,9.9999999999999991e-05,0.016535763399444531,-0.00093321645886334733,0.016562076082469335,-0.39836855585039643,0.1756137078028539,0,0,0,0
-0.021536190991574656,0.00012000000000000002,0.016502797148094099,-0.0011190595406229283,0.01654069551036479,-0.39897801936473343,0.16483593731434526,0,0,0,0
-0.021536190991574656,0.00014000000000000001,0.016464072431643089,-0.0013015153292018904,0.016515435906646166,-0.40225917682869294,0.18063570996783684,0,0,0,0
-0.021536190991574656,0.00016000000000000001,0.016448897017385569,-0.0014838299710252766,0.016515688434681396,-0.40646408686012592,0.24902949859400447,0,0,0,0
-0.021536190991574656,0.00018000000000000001,0.016399670077991389,-0.001666766919764885,0.016484152711977302,-0.40918171479319199,0.25741929274361774,0,0,0,0
-0.021536190991574656,0.00019999999999999998,0.016350443138597213,-0.001849703868504493,0.016454737774563931,-0.41189934272628648,0.26580908689323096,0,0,0,0
-0.021536190991574656,0.00022000000000000001,0.016301216199203036,-0.0020326408172441019,0.016427455014855048,-0.41461697065932412,0.27419888104284423,0,0,0,0
-0.021536190991574656,0.00024000000000000003,0.016239862490238857,-0.0022103297496495174,0.016389590943768326,-0.41763215753891814,0.27285501446728999,0,0,0,0
-0.021536190991574656,0.00025999999999999998,0.016147518147929127,-0.0023746070847564396,0.016321185653765353,-0.42140777283739794,0.24663623714964128,0,0,0,0
