z_m,r_m,uz_m_s,ur_m_s,speed_m_s,p_gauge_pa,vorticity_s_1,lower_envelope,lower_gas,upper_envelope,upper_gas
-0.019933268576702419,0,0.03738229311825686,0,0.03738229311825686,1.1864611254665647,0.55577818259837508,0,0,0,0
-0.019933268576702419,2.0000000000000002e-05,0.037368874747736633,-0.00046612814956260542,0.037371781806114668,1.1830848036355235,1.3258190358237401,0,0,0,0
-0.019933268576702419,4.0000000000000003e-05,0.037309465879142432,-0.00093043297375799516,0.037321065763259623,1.1859496709933239,2.2417874385531267,0,0,0,0
-0.019933268576702419,6.0000000000000008e-05,0.037244355326762749,-0.0013952649789855769,0.037270481189109222,1.1888408479863699,3.281049040732066,0,0,0,0
-0.019933268576702419,8.0000000000000007e-05,0.037116807636366295,-0.0018397503990769883,0.037162374663709571,1.1800568187585156,3.7838022070262034,0,0,0,0
-0.019933268576702419,9.9999999999999991e-05,0.037006315506866706,-0.0022960770797116636,0.037077477764132505,1.1776435590338394,4.6788866961937545,0,0,0,0
-0.019933268576702419,0.00012000000000000002,0.036880172625365561,-0.0027490408518788347,0.036982487186262396,1.1750726241059226,5.5879860007706137,0,0,0,0
-0.019933268576702419,0.00014000000000000001,0.036658386259410369,-0.0031814535167445841,0.036796180910840914,1.1715381184917533,6.5827313995154455,0,0,0,0
-0.019933268576702419,0.00016000000000000001,0.036436599893455171,-0.003613866181610333,0.036615377105450167,1.1680036128775839,7.5774767982602782,0,0,0,0
-0.019933268576702419,0.00018000000000000001,0.036214813527499987,-0.0040462788464760823,0.036440157674398663,1.1644691072633861,8.5722221970051109,0,0,0,0
-0.019933268576702419,0.00019999999999999998,0.035966559314410999,-0.0044749753853439295,0.036243879395236912,1.1601751652092389,9.4953110702672667,0,0,0,0
-0.019933268576702419,0.00022000000000000001,0.035631843467351619,-0.0048915325792853017,0.035966030638034795,1.1534003974511791,10.184321960286011,0,0,0,0
-0.019933268576702419,0.00024000000000000003,0.035297127620292239,-0.0053080897732266721,0.035694019601101676,1.1466256296930908,10.873332850304756,0,0,0,0
-0.019933268576702419,0.00025999999999999998,0.034962411773232858,-0.0057246469671680417,0.035427980748270117,1.1398508619350594,11.562343740323499,0,0,0,0
-0.019933268576702419,0.00028000000000000003,0.034604037880915262,-0.0061282911354194726,0.035142501190215232,1.1325656222619216,12.169250657687396,0,0,0,0
-0.019933268576702419,0.00029999999999999997,0.034197221324497484,-0.0065054943463057815,0.034810507077698283,1.1242351305723162,12.608039916758031,0,0,0,0
-0.019933268576702419,0.00032000000000000003,0.033790404768079714,-0.0068826975571920947,0.034484242489207187,1.1159046388826823,13.046829175828671,0,0,0,0
-0.019933268576702419,0.00034000000000000002,0.033383588211661951,-0.0072599007680784053,0.034163871575805929,1.1075741471930485,13.485618434899308,0,0,0,0
-0.019933268576702419,0.00036000000000000002,0.032948956152268338,-0.0076214116906259313,0.03381892410592198,1.0981629722259356,13.884833931060303,0,0,0,0
-0.019933268576702419,0.00038000000000000002,0.032476206551759687,-0.0079614183661906781,0.033437825503373826,1.0872708609155097,14.229818715085862,0,0,0,0
-0.019933268576702419,0.00039999999999999996,0.032003456951251036,-0.0083014250417554232,0.033062590862702551,1.0763787496050838,14.574803499111422,0,0,0,0
-0.019933268576702419,0.00042000000000000002,0.031530707350742385,-0.00864143171732017,0.03269342209318668,1.0654866382947148,14.919788283136985,0,0,0,0
-0.019933268576702419,0.00044000000000000002,0.031030038593507819,-0.0089550423604799183,0.032296378725680287,1.0544340288578837,15.193046842249666,0,0,0,0
-0.019933268576702419,0.00046000000000000001,0.030503142749651935,-0.0092438567307743628,0.03187303883950706,1.0432306484537719,15.398926220383581,0,0,0,0
-0.019933268576702419,0.00048000000000000007,0.029976246905796051,-0.0095326711010688091,0.031455479600196845,1.0320272680496885,15.604805598517496,0,0,0,0
-0.019933268576702419,0.00050000000000000001,0.029449351061940174,-0.0098214854713632536,0.031043934267962821,1.0208238876456051,15.810684976651412,0,0,0,0
