t,i,dt,state_status,state_valid,active,handed_off,reacquired,activation_count,update_count,handoff_time,handoff_raw_valid_area,handoff_raw_crossed_bins,handoff_corridor_at_maxlevel,observation_status,observation_valid,virtual_kinematics,raw_available,raw_valid_area,raw_crossed,raw_unresolved,min_state_gap,min_raw_gap,max_state_raw_gap_discrepancy,film_dt_limit,inventory_before,inventory_after,expected_inventory_after,inventory_residual,edge_flux,reynolds_flux_residual,reynolds_continuity_residual,reynolds_pressure_residual,traction_valid,traction_active,traction_applied,requested_lower_force,requested_upper_force,requested_net_force,actual_lower_force,actual_upper_force,actual_net_force,lower_force_residual,upper_force_residual,net_force_residual,force_audit_tolerance,application_roundoff_faces,swamped_increment_faces,maximum_application_error,application_force_error_l1,missing_lower_support_bins,missing_upper_support_bins,identity_audit_failed,force_audit_failed,force_audit_nonfinite,actual_net_moment,moment_audit_tolerance,radial_first_moment_imbalance,radial_first_moment_tolerance,max_bin_force_imbalance,step_work,cumulative_work,positive_film_work,contact_corridor_at_maxlevel,restart_restored,restart_state_time,restart_continuity_error
0.00023999999999994032,976,2.499999999999993e-07,0,1,0,0,0,0,0,,,-1,0,0,0,0,0,0,0,0,,,,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,0
0.00024999999999993994,1016,2.499999999999993e-07,0,1,0,0,0,0,0,,,-1,0,0,0,0,0,0,0,0,,,,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,0
0.0002599999999999391,1056,2.499999999999993e-07,0,1,0,0,0,0,0,,,-1,0,0,0,0,0,0,0,0,,,,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,0
0.00026999999999993826,1096,2.499999999999993e-07,0,1,0,0,0,0,0,,,-1,0,0,0,0,0,0,0,0,,,,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,0
0.00027999999999993747,1136,2.499999999999993e-07,0,1,0,0,0,0,0,,,-1,0,0,0,0,0,0,0,0,,,,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,0
0.0002899999999999366,1176,2.499999999999993e-07,0,1,0,0,0,0,0,,,-1,0,0,0,0,0,0,0,0,,,,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,0
0.00029999999999993573,1216,2.499999999999993e-07,0,1,0,0,0,0,0,,,-1,0,0,0,0,0,0,0,0,,,,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,0
0.00030999999999993484,1256,2.499999999999993e-07,0,1,0,0,0,0,0,,,-1,0,0,0,0,0,0,0,0,,,,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,0
0.00031999999999993405,1296,2.499999999999993e-07,0,1,0,0,0,0,0,,,-1,0,0,0,0,0,0,0,0,,,,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,0
0.0003299999999999332,1336,2.499999999999993e-07,0,1,0,0,0,0,0,,,-1,0,0,0,0,0,0,0,0,,,,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,0
0.0003399999999999324,1376,2.499999999999993e-07,0,1,0,0,0,0,0,,,-1,0,0,0,0,0,0,0,0,,,,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,0
0.00034999999999993153,1416,2.499999999999993e-07,0,1,0,0,0,0,0,,,-1,0,0,0,0,0,0,0,0,,,,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,0
0.0003599999999999307,1456,2.499999999999993e-07,0,1,0,0,0,0,0,,,-1,0,0,0,0,0,0,0,0,,,,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,0
0.00036999999999992985,1496,2.499999999999993e-07,0,1,0,0,0,0,0,,,-1,0,0,0,0,0,0,0,0,,,,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,0
0.00037999999999992895,1536,2.499999999999993e-07,0,1,0,0,0,0,0,,,-1,0,0,0,0,0,0,0,0,,,,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,0
0.00038999999999992816,1576,2.499999999999993e-07,0,1,0,0,0,0,0,,,-1,0,0,0,0,0,0,0,0,,,,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,0
0.00039999999999992727,1616,2.499999999999993e-07,0,1,0,0,0,0,0,,,-1,0,0,0,0,0,0,0,0,,,,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,0
0.0004099999999999265,1656,2.499999999999993e-07,0,1,0,0,0,0,0,,,-1,0,0,0,0,0,0,0,0,,,,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,0
0.0004199999999999256,1696,2.499999999999993e-07,0,1,0,0,0,0,0,,,-1,0,0,0,0,0,0,0,0,,,,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,0
0.0004299999999999248,1736,2.499999999999993e-07,0,1,0,0,0,0,0,,,-1,0,0,0,0,0,0,0,0,,,,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,0
