t,i,dt,state_status,state_valid,active,handed_off,reacquired,activation_count,update_count,handoff_time,handoff_raw_valid_area,handoff_raw_crossed_bins,handoff_corridor_at_maxlevel,observation_status,observation_valid,virtual_kinematics,raw_available,raw_valid_area,raw_crossed,raw_unresolved,min_state_gap,min_raw_gap,max_state_raw_gap_discrepancy,film_dt_limit,inventory_before,inventory_after,expected_inventory_after,inventory_residual,edge_flux,reynolds_flux_residual,reynolds_continuity_residual,reynolds_pressure_residual,traction_valid,traction_active,traction_applied,requested_lower_force,requested_upper_force,requested_net_force,actual_lower_force,actual_upper_force,actual_net_force,lower_force_residual,upper_force_residual,net_force_residual,force_audit_tolerance,application_roundoff_faces,swamped_increment_faces,maximum_application_error,application_force_error_l1,missing_lower_support_bins,missing_upper_support_bins,identity_audit_failed,force_audit_failed,force_audit_nonfinite,actual_net_moment,moment_audit_tolerance,radial_first_moment_imbalance,radial_first_moment_tolerance,max_bin_force_imbalance,step_work,cumulative_work,positive_film_work,contact_corridor_at_maxlevel,restart_restored,restart_state_time,restart_continuity_error
0.011599999999999696,46421,2.499999999985153e-07,2,1,1,0,0,1,16056,0.007585749999999861,1.0,0,1,0,1,1,1,1,0,0,1.6760971757389873e-05,2.0065982847587704e-05,0.0022673914112460226,0.001550234274228398,2.6490885259567497e-11,2.649061042714914e-11,2.6490610427149147e-11,2.439461147579647e-16,1.7496375161057268e-10,6.938893903907228e-18,6.938893903907228e-18,3.1652319357896466e-21,1,1,1,-2.4236824463483907e-07,2.4236824463483907e-07,0,-2.4236824463483907e-07,2.4236824463483897e-07,-5.293955920339377e-23,0.0,-5.293955920339377e-23,-5.293955920339377e-23,4.408666248028191e-19,3,0,3.552713678800501e-15,1.3560560369712773e-24,0,0,0,0,0,0,2.204333124014096e-22,1.1489966121143441e-14,2.4236824463483904e-12,6.61744490042422e-24,-1.298576330251187e-16,-4.693315185409166e-12,0,1,0,,0
0.011609999999999695,46461,2.499999999985153e-07,2,1,1,0,0,1,16096,0.007585749999999861,1.0,0,1,0,1,1,1,1,0,0,1.673980687324148e-05,2.0046486678360065e-05,2.9068254867311626e-05,0.0015711728287604145,2.6479464327173267e-11,2.6479167419630226e-11,2.6479167419630236e-11,3.6607699776646476e-16,1.8901721245891758e-10,5.2041704279304205e-18,5.2041704279304205e-18,4.3812532444545955e-21,1,1,1,-2.8901959166500586e-07,2.8901959166500586e-07,0,-2.8901959166500575e-07,2.8901959166500575e-07,0.0,5.293955920339377e-23,-5.293955920339377e-23,0.0,5.25724278894945e-19,1,0,7.105427357601002e-15,7.042391490364846e-25,0,0,0,0,0,0,2.6286213944747245e-22,1.4218565786459958e-14,2.890195916650059e-12,6.61744490042422e-24,-1.4964405106420914e-16,-4.698938842023673e-12,0,1,0,,0
0.011619999999999695,46501,2.499999999985153e-07,2,1,1,0,0,1,16136,0.007585749999999861,1.0,0,1,0,1,1,1,1,0,0,1.671889660074558e-05,2.0027222931515848e-05,2.906390707811414e-05,0.0015842755500106284,2.646704948508645e-11,2.6466725393135047e-11,2.6466725393135047e-11,1.2208290423932418e-16,2.063233443345741e-10,9.107298248878236e-18,9.107298248878236e-18,3.657933133341809e-21,1,1,1,-3.2736318593408067e-07,3.2736318593408067e-07,0,-3.273631859340808e-07,3.273631859340808e-07,0.0,-5.293955920339377e-23,5.293955920339377e-23,0.0,5.954736221957818e-19,4,0,2.842170943040401e-14,3.455870677104144e-24,0,0,0,0,0,0,2.977368110978909e-22,1.664359637586796e-14,3.2736318593408077e-12,1.3234889800848446e-23,-1.6518678052721304e-16,-4.705255921506366e-12,0,1,0,,0
0.011629999999999694,46541,2.499999999985153e-07,2,1,1,0,0,1,16176,0.007585749999999861,1.0,0,1,0,1,1,1,1,0,0,1.6698112107772747e-05,2.0008083317642894e-05,2.9056654274331732e-05,0.0015892993058968866,2.6453703062624573e-11,2.6453354668349344e-11,2.6453354668349344e-11,1.2214449750706043e-16,2.217946841943719e-10,1.0408340855860843e-17,1.0408340855860843e-17,4.694347521121988e-21,1,1,1,-3.559424013320922e-07,3.559424013320922e-07,0,-3.559424013320922e-07,3.559424013320921e-07,-5.293955920339377e-23,0.0,-5.293955920339377e-23,-5.293955920339377e-23,6.474557613992478e-19,1,0,3.552713678800501e-15,3.0510350566787027e-25,0,0,0,0,0,0,3.237278806996239e-22,1.8805275370783403e-14,3.559424013320921e-12,1.3234889800848446e-23,-1.76069288727009e-16,-4.712104288284792e-12,0,1,0,,0
0.011639999999999694,46581,2.499999999985153e-07,2,1,1,0,0,1,16216,0.007585749999999861,1.0,0,1,0,1,1,1,1,0,0,1.6677333019215157e-05,1.9988955500691016e-05,2.9032971586236933e-05,0.00158765036327764,2.6439658103698807e-11,2.6439296232938353e-11,2.6439296232938353e-11,0.0,2.3037408115231954e-10,7.806255641895632e-18,7.806255641895632e-18,3.3900844776763424e-21,1,1,1,-3.505117455887305e-07,3.505117455887305e-07,0,-3.505117455887305e-07,3.505117455887305e-07,0.0,0.0,0.0,0.0,6.375794889903953e-19,2,0,7.105427357601002e-15,2.3379461333309845e-24,0,0,0,0,0,0,3.1878974449519766e-22,1.8761247311628403e-14,3.505117455887305e-12,1.3234889800848446e-23,-1.7063898799166166e-16,-4.719100850720172e-12,0,1,0,,0
0.011649999999999694,46621,2.499999999985153e-07,2,1,1,0,0,1,16256,0.007585749999999861,1.0,0,1,0,1,1,1,1,0,0,1.6656498397627572e-05,1.996973378079817e-05,2.898844294463494e-05,0.0014388847565355994,2.6425675324124675e-11,2.6425341256322536e-11,2.6425341256322536e-11,0.0,2.1267416815042412e-10,4.336808689942017e-18,4.336808689942017e-18,4.18733808172172e-21,1,1,1,-2.646644312237593e-07,2.646644312237593e-07,0,-2.6466443122375923e-07,2.6466443122375923e-07,0.0,5.293955920339377e-23,-5.293955920339377e-23,0.0,4.814218285490469e-19,1,0,1.7763568394002505e-15,3.265753771178782e-26,0,0,0,0,0,0,2.407109142745234e-22,1.357247836183339e-14,2.6466443122375925e-12,1.3234889800848446e-23,-1.2742605587693232e-16,-4.725231816003042e-12,0,1,0,,0
0.011659999999999691,46661,2.499999999985153e-07,2,1,1,0,0,1,16296,0.007585749999999861,1.0,0,1,0,1,1,1,1,0,0,1.663649197856611e-05,1.9950649936293505e-05,2.89188870011714e-05,0.0017316252357084455,2.6413379825423395e-11,2.6413108749792137e-11,2.6413108749792144e-11,2.446619318800841e-16,1.7257210666538178e-10,3.903127820947816e-18,3.903127820947816e-18,4.112403613544881e-21,1,1,1,-4.7985990108529545e-08,4.7985990108529545e-08,0,-4.7985990108529545e-08,4.798599010852954e-08,-6.61744490042422e-24,0.0,-6.61744490042422e-24,-6.61744490042422e-24,8.728618027811346e-20,2,0,3.885780586188048e-16,1.7275204193359847e-25,0,0,0,0,0,0,4.3643090139056726e-23,1.4673496183677016e-15,4.798599010852954e-13,1.654361225106055e-24,-2.227755911605549e-17,-4.728151657801608e-12,0,1,0,,0
0.011669999999999693,46701,2.499999999985153e-07,2,1,1,0,0,1,16336,0.007585749999999861,1.0,0,1,0,1,1,1,1,0,0,1.6618587672950815e-05,1.9931650993232356e-05,2.887720997634345e-05,0.0019621794670219407,2.640376737349065e-11,2.6403553110321482e-11,2.6403553110321482e-11,1.2237550127143446e-16,1.3640416998242001e-10,2.1684043449710085e-18,2.1684043449710085e-18,3.3300877657786908e-21,1,1,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.0474e-320,0,0,0.0,0.0,0,0,0,0,0,0,2e-323,0.0,2.2250738585e-313,0.0,0.0,-4.7283063257183595e-12,0,1,0,,0
0.011679999999999692,46741,2.499999999985153e-07,2,1,1,0,0,1,16376,0.007585749999999861,1.0,0,1,0,1,1,1,1,0,0,1.660431567077004e-05,1.991428166480888e-05,2.885928810625857e-05,0.002221013771653046,2.639602180404088e-11,2.639584288021985e-11,2.639584288021985e-11,0.0,1.1390644221563447e-10,2.6020852139652103e-18,2.6020852139652103e-18,3.62682825975897e-21,1,1,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.0474e-320,0,0,0.0,0.0,0,0,0,0,0,0,2e-323,0.0,2.2250738585e-313,0.0,0.0,-4.7283063257183595e-12,0,1,0,,0
0.011689999999999692,46781,2.499999999985153e-07,2,1,1,0,0,1,16416,0.007585749999999861,1.0,0,1,0,1,1,1,1,0,0,1.6588623919367527e-05,1.9896323339894936e-05,2.8850189698080157e-05,0.0020003622134257487,2.6389184390751826e-11,2.6389018331146036e-11,2.6389018331146036e-11,1.2244312745480836e-16,1.0571682843929396e-10,2.818925648462312e-18,2.818925648462312e-18,4.5829920736954256e-21,1,1,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.0474e-320,0,0,0.0,0.0,0,0,0,0,0,0,2e-323,0.0,2.2250738585e-313,0.0,0.0,-4.7283063257183595e-12,0,1,0,,0
0.011699999999999692,46821,2.499999999985153e-07,2,1,1,0,0,1,16456,0.007585749999999861,1.0,0,1,0,1,1,1,1,0,0,1.6571262259285524e-05,1.9877858646537294e-05,2.8844277540735582e-05,0.0018147943311078625,2.638262769368082e-11,2.6382465555461573e-11,2.6382465555461573e-11,1.2247355742199994e-16,1.0322039623024878e-10,2.9273458657108616e-18,2.9273458657108616e-18,3.907466556391481e-21,1,1,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.0474e-320,0,0,0.0,0.0,0,0,0,0,0,0,2e-323,0.0,2.2250738585e-313,0.0,0.0,-4.7283063257183595e-12,0,1,0,,0
0.011709999999999693,46861,2.499999999985153e-07,2,1,1,0,0,1,16496,0.007585749999999861,1.0,0,1,0,1,1,1,1,0,0,1.6552216844560866e-05,1.98590992065012e-05,2.8839469337396492e-05,0.001657588335201098,2.637609501316946e-11,2.637592995294096e-11,2.637592995294096e-11,0.0,1.0508060509553651e-10,2.2768245622195597e-18,2.2768245622195597e-18,2.743449850006357e-21,1,1,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.0474e-320,0,0,0.0,0.0,0,0,0,0,0,0,2e-323,0.0,2.2250738585e-313,0.0,0.0,-4.7283063257183595e-12,0,1,0,,0
0.011719999999999692,46901,2.499999999985153e-07,2,1,1,0,0,1,16536,0.007585749999999861,1.0,0,1,0,1,1,1,1,0,0,1.6531579474576526e-05,1.9840225348920212e-05,2.883483706576782e-05,0.0015777128719678337,2.6369451480898947e-11,2.63692839025372e-11,2.6369283902537194e-11,2.4506950932413636e-16,1.0668369851763004e-10,3.0357660829594124e-18,3.0357660829594124e-18,3.054928398633341e-21,1,1,1,-2.2991723887529208e-08,2.2991723887529208e-08,0,-2.2991723887529208e-08,2.2991723887529205e-08,-3.308722450212111e-24,0.0,-3.308722450212111e-24,-3.308722450212111e-24,4.182199985577824e-20,4,0,8.88178419700125e-16,2.9773511046621606e-25,0,0,0,0,0,0,2.091099992788912e-23,4.794993562199584e-16,2.299172388752921e-13,1.654361225106055e-24,-1.1993485837941906e-17,-4.7283968799208915e-12,0,1,0,,0
0.01172999999999969,46941,2.499999999985153e-07,2,1,1,0,0,1,16576,0.007585749999999861,1.0,0,1,0,1,1,1,1,0,0,1.651142991038023e-05,1.982212498484459e-05,2.8831192340416108e-05,0.001680157885290018,2.6362711352991288e-11,2.6362542016772302e-11,2.6362542016772302e-11,0.0,1.0780278518567521e-10,3.577867169202165e-18,3.577867169202165e-18,2.255725432227448e-21,1,1,1,-9.402397905397304e-08,9.402397905397304e-08,0,-9.402397905397304e-08,9.402397905397304e-08,0.0,0.0,0.0,0.0,1.710292243682284e-19,1,0,3.552713678800501e-15,6.027898338570897e-25,0,0,0,0,0,0,8.551461218411419e-23,2.441613075191287e-15,9.402397905397303e-13,6.61744490042422e-24,-4.604639055406568e-17,-4.729619626011716e-12,0,1,0,,0
0.01173999999999969,46981,2.499999999985153e-07,2,1,1,0,0,1,16616,0.007585749999999861,1.0,0,1,0,1,1,1,1,0,0,1.6492411822494503e-05,1.980473446453607e-05,2.8828609303962518e-05,0.0017317102149029544,2.6355858357871947e-11,2.6355684018283796e-11,2.635568401828379e-11,1.2259795237593462e-16,1.1098802892884501e-10,3.252606517456513e-18,3.252606517456513e-18,3.7587129237502055e-21,1,1,1,-1.5336070459279135e-07,1.5336070459279135e-07,0,-1.5336070459279133e-07,1.5336070459279135e-07,2.646977960169689e-23,5.293955920339377e-23,-2.646977960169689e-23,2.646977960169689e-23,2.789621291859069e-19,2,0,1.4210854715202004e-14,6.3261129305253955e-25,0,0,0,0,0,0,1.3948106459295347e-22,2.107069958022324e-14,1.5336070459279141e-12,6.61744490042422e-24,-7.139406218519852e-17,-4.731984927154178e-12,0,1,0,,0
0.011749999999999691,47021,2.499999999985153e-07,2,1,1,0,0,1,16656,0.007585749999999861,1.0,0,1,0,1,1,1,1,0,0,1.6473522927119348e-05,1.9787512573744143e-05,2.8826912746966033e-05,0.0017288676419626376,2.634869170784651e-11,2.6348505580802826e-11,2.634850558080284e-11,2.452625962315265e-16,1.1849215617719147e-10,3.686287386450715e-18,3.686287386450715e-18,3.1702087155629007e-21,1,1,1,-2.1547776500177526e-07,2.1547776500177526e-07,0,-2.1547776500177537e-07,2.1547776500177526e-07,-7.940933880509066e-23,-7.940933880509066e-23,0.0,-7.940933880509066e-23,3.9195417283349785e-19,6,0,3.552713678800501e-15,2.4015955244706687e-24,0,0,0,0,0,0,1.9597708641674895e-22,9.98579464104905e-15,2.1547776500177534e-12,6.61744490042422e-24,-9.758131966957455e-17,-4.7354900498745065e-12,0,1,0,,0
0.011759999999999687,47061,2.499999999985153e-07,2,1,1,0,0,1,16696,0.007585749999999861,1.0,0,1,0,1,1,1,1,0,0,1.645474631803019e-05,1.9770349516057276e-05,2.8825641449171746e-05,0.0017359949791659257,2.634091621430099e-11,2.634071261145717e-11,2.634071261145717e-11,1.226674972691723e-16,1.2961759608919343e-10,3.686287386450715e-18,3.686287386450715e-18,2.267490714235273e-21,1,1,1,-2.4041439799745587e-07,2.4041439799745587e-07,0,-2.4041439799745587e-07,2.4041439799745587e-07,0.0,0.0,0.0,0.0,4.37313220610629e-19,1,0,2.842170943040401e-14,1.9781934005675234e-24,0,0,0,0,0,0,2.186566103053145e-22,1.1335004921708662e-14,2.4041439799745585e-12,9.926167350636332e-24,-1.0620703978339231e-16,-4.739579379044296e-12,0,1,0,,0
0.011769999999999687,47101,2.499999999985153e-07,2,1,1,0,0,1,16736,0.007585749999999861,1.0,0,1,0,1,1,1,1,0,0,1.6436010093580146e-05,1.9753166979583764e-05,2.8823817191867877e-05,0.0017362810927473112,2.633232048873325e-11,2.6332095793609635e-11,2.6332095793609628e-11,2.4541507985730157e-16,1.4304535845399486e-10,6.505213034913026e-18,6.505213034913026e-18,2.139004394107847e-21,1,1,1,-2.607573952954093e-07,2.607573952954093e-07,0,-2.607573952954093e-07,2.607573952954093e-07,0.0,-5.293955920339377e-23,5.293955920339377e-23,0.0,4.743177800906262e-19,2,0,5.684341886080802e-14,2.841152058511164e-24,0,0,0,0,0,0,2.371588900453131e-22,1.2406565202810611e-14,2.6075739529540924e-12,1.3234889800848446e-23,-1.1319887266213402e-16,-4.7439992220261455e-12,0,1,0,,0
0.011779999999999688,47141,2.499999999985153e-07,2,1,1,0,0,1,16776,0.007585749999999861,1.0,0,1,0,1,1,1,1,0,0,1.641724626532586e-05,1.9735866701117013e-05,2.8820258793605573e-05,0.001731126941866769,2.632291097484145e-11,2.6322664513975032e-11,2.6322664513975032e-11,1.2275140355386652e-16,1.569018606757212e-10,7.37257477290143e-18,7.37257477290143e-18,2.5425633582572568e-21,1,1,1,-2.746117781972112e-07,2.746117781972112e-07,0,-2.746117781972113e-07,2.746117781972113e-07,0.0,-5.293955920339377e-23,5.293955920339377e-23,0.0,4.995159146296122e-19,0,0,0.0,0.0,0,0,0,0,0,0,2.497579573148061e-22,1.313433502506475e-14,2.746117781972112e-12,6.61744490042422e-24,-1.1767551819432686e-16,-4.748632662608428e-12,0,1,0,,0
0.011789999999999688,47181,2.499999999985153e-07,2,1,1,0,0,1,16816,0.007585749999999861,1.0,0,1,0,1,1,1,1,0,0,1.6398393247087794e-05,1.9718348585620604e-05,2.8800941012913098e-05,0.001721826118149235,2.6312823603703406e-11,2.6312562470084248e-11,2.6312562470084248e-11,3.6839538581452247e-16,1.6624282519039845e-10,7.806255641895632e-18,7.806255641895632e-18,5.0851267165145136e-21,1,1,1,-2.6745536293851515e-07,2.6745536293851515e-07,0,-2.674553629385152e-07,2.6745536293851515e-07,-5.293955920339377e-23,-5.293955920339377e-23,0.0,-5.293955920339377e-23,4.864988794285637e-19,1,0,7.105427357601002e-15,4.083218934237661e-25,0,0,0,0,0,0,2.4324943971428183e-22,1.2757521773042236e-14,2.6745536293851516e-12,1.3234889800848446e-23,-1.1377166649023942e-16,-4.753285148586652e-12,0,1,0,,0
0.011799999999999687,47221,2.499999999985153e-07,2,1,1,0,0,1,16856,0.007585749999999861,1.0,0,1,0,1,1,1,1,0,0,1.6379461263920418e-05,1.9700550015735316e-05,2.876860751130419e-05,0.0017333034234418296,2.630273917572875e-11,2.6302501488244476e-11,2.6302501488244476e-11,0.0,1.5131655213646658e-10,4.5536491244391194e-18,4.5536491244391194e-18,2.9663239179667998e-21,1,1,1,-2.0976018461078037e-07,2.0976018461078037e-07,0,-2.0976018461078037e-07,2.0976018461078048e-07,2.646977960169689e-23,0.0,2.646977960169689e-23,2.646977960169689e-23,3.815518220650172e-19,2,0,7.105427357601002e-15,2.6897218500564877e-25,0,0,0,0,0,0,1.9077591103250857e-22,9.643351874211395e-15,2.0976018461078043e-12,6.61744490042422e-24,-8.946287604298186e-17,-4.757434813198912e-12,0,1,0,,0
0.011809999999999687,47261,2.499999999985153e-07,2,1,1,0,0,1,16896,0.007585749999999861,1.0,0,1,0,1,1,1,1,0,0,1.636093784388804e-05,1.9682648986992648e-05,2.870849953126833e-05,0.0018321101629772485,2.6294045154479136e-11,2.629385582701576e-11,2.6293855827015748e-11,2.4577232212099096e-16,1.2052960664352807e-10,1.951563910473908e-18,1.951563910473908e-18,2.398652326340592e-21,1,1,1,-5.137070744745255e-08,5.137070744745255e-08,0,-5.137070744745256e-08,5.1370707447452566e-08,6.61744490042422e-24,-6.61744490042422e-24,1.3234889800848446e-23,6.61744490042422e-24,9.344437840532429e-20,5,0,3.552713678800501e-15,1.60590575389232e-24,0,0,0,0,0,0,4.672218920266214e-23,1.3971286990244016e-15,5.137070744745255e-13,1.654361225106055e-24,-2.187521325912777e-17,-4.75976205151354e-12,0,1,0,,0
0.011819999999999687,47301,2.499999999985153e-07,2,1,1,0,0,1,16936,0.007585749999999861,1.0,0,1,0,1,1,1,1,0,0,1.634426426015836e-05,1.966468307579641e-05,2.8671306953216802e-05,0.0021654678626643435,2.628769064165565e-11,2.6287556210155482e-11,2.6287556210155482e-11,0.0,8.558175104081738e-11,1.734723475976807e-18,1.734723475976807e-18,2.2944774720709187e-21,1,1,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.0474e-320,0,0,0.0,0.0,0,0,0,0,0,0,2e-323,0.0,2.2250738585e-313,0.0,0.0,-4.759931932425472e-12,0,1,0,,0
0.011829999999999686,47341,2.499999999985153e-07,2,1,1,0,0,1,16976,0.007585749999999861,1.0,0,1,0,1,1,1,1,0,0,1.6331125079295486e-05,1.964857686848065e-05,2.8655760996991638e-05,0.002335052373489534,2.6283076562880665e-11,2.6282974301624124e-11,2.6282974301624124e-11,1.2293744455885431e-16,6.510153786281173e-11,2.3852447794681094e-18,2.3852447794681094e-18,2.267490714235273e-21,1,1,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.0474e-320,0,0,0.0,0.0,0,0,0,0,0,0,2e-323,0.0,2.2250738585e-313,0.0,0.0,-4.759931932425472e-12,0,1,0,,0
0.011839999999999686,47381,2.499999999985153e-07,2,1,1,0,0,1,17016,0.007585749999999861,1.0,0,1,0,1,1,1,1,0,0,1.6316703236245127e-05,1.9632250839795445e-05,2.864938945057665e-05,0.0021543329821945936,2.6279259509227437e-11,2.627916878636785e-11,2.6279168786367857e-11,1.2295530118155356e-16,5.775596621209731e-11,1.951563910473908e-18,1.951563910473908e-18,2.5192206155613923e-21,1,1,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.0474e-320,0,0,0.0,0.0,0,0,0,0,0,0,2e-323,0.0,2.2250738585e-313,0.0,0.0,-4.759931932425472e-12,0,1,0,,0
0.011849999999999684,47421,2.499999999985153e-07,2,1,1,0,0,1,17056,0.007585749999999861,1.0,0,1,0,1,1,1,1,0,0,1.6301165007625255e-05,1.961593104314596e-05,2.8645793482454687e-05,0.0020092814323547283,2.6275671797153534e-11,2.6275583107953518e-11,2.6275583107953518e-11,1.229720896474015e-16,5.6461298326146825e-11,1.951563910473908e-18,1.951563910473908e-18,2.8721549046980127e-21,1,1,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.0474e-320,0,0,0.0,0.0,0,0,0,0,0,0,2e-323,0.0,2.2250738585e-313,0.0,0.0,-4.759931932425472e-12,0,1,0,,0
0.011859999999999685,47461,2.499999999985153e-07,2,1,1,0,0,1,17096,0.007585749999999861,1.0,0,1,0,1,1,1,1,0,0,1.6284610299161426e-05,1.9599757082260086e-05,2.8643246301079328e-05,0.00189202720527744,2.6272070074632684e-11,2.627197837779443e-11,2.6271978377794416e-11,2.459778965727687e-16,5.837602030239141e-11,1.951563910473908e-18,1.951563910473908e-18,3.495543071513149e-21,1,1,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.0474e-320,0,0,0.0,0.0,0,0,0,0,0,0,2e-323,0.0,2.2250738585e-313,0.0,0.0,-4.759931932425472e-12,0,1,0,,0
0.011869999999999685,47501,2.499999999985153e-07,2,1,1,0,0,1,17136,0.007585749999999861,1.0,0,1,0,1,1,1,1,0,0,1.6267582703541318e-05,1.9584087698885918e-05,2.864139190613625e-05,0.0019506010389421114,2.6268356067998887e-11,2.626826237503573e-11,2.626826237503573e-11,0.0,5.964679288201318e-11,1.951563910473908e-18,1.951563910473908e-18,2.0268274952471204e-21,1,1,1,-5.3256969345098393e-08,5.3256969345098393e-08,0,-5.3256969345098407e-08,5.3256969345098393e-08,-1.3234889800848446e-23,-1.3234889800848446e-23,0.0,-1.3234889800848446e-23,9.687386290370048e-20,0,0,0.0,0.0,0,0,0,0,0,0,4.843693145185025e-23,1.3383812373735273e-15,5.32569693450984e-13,1.654361225106055e-24,-2.1867232557858338e-17,-4.760267193690073e-12,0,1,0,,0
0.011879999999999684,47541,2.499999999985153e-07,2,1,1,0,0,1,17176,0.007585749999999861,1.0,0,1,0,1,1,1,1,0,0,1.6251822541271407e-05,1.9569431638218757e-05,2.864009775585401e-05,0.0021186648767153125,2.6264591744322033e-11,2.6264497294883658e-11,2.6264497294883658e-11,0.0,6.012837995451304e-11,1.5178830414797062e-18,1.5178830414797062e-18,1.9974531837218e-21,1,1,1,-9.961815402464481e-08,9.961815402464481e-08,0,-9.961815402464482e-08,9.961815402464478e-08,-2.646977960169689e-23,-1.3234889800848446e-23,-1.3234889800848446e-23,-2.646977960169689e-23,1.8120461729615843e-19,3,0,3.3306690738754696e-16,2.507245305234547e-25,0,0,0,0,0,0,9.06023086480792e-23,1.7649214995305005e-14,9.961815402464478e-13,6.61744490042422e-24,-3.764609188364029e-17,-4.761524334863421e-12,0,1,0,,0
0.011889999999999684,47581,2.499999999985153e-07,2,1,1,0,0,1,17216,0.007585749999999861,1.0,0,1,0,1,1,1,1,0,0,1.623719263453612e-05,1.9555441008404367e-05,2.8639688978574487e-05,0.0021941535386081268,2.6260745810899454e-11,2.6260647289659606e-11,2.6260647289659606e-11,1.2304198407206598e-16,6.27205692887801e-11,2.0599841277224584e-18,2.0599841277224584e-18,1.6483355217418072e-21,1,1,1,-1.2734005872662676e-07,1.2734005872662676e-07,0,-1.2734005872662676e-07,1.2734005872662676e-07,0.0,0.0,0.0,0.0,2.316324133205196e-19,8,0,7.105427357601002e-15,2.1958498784068317e-24,0,0,0,0,0,0,1.158162066602598e-22,9.807269650001196e-14,1.2734005872662675e-12,3.308722450212111e-24,-4.5415363298020816e-17,-4.7631823045221375e-12,0,1,0,,0
0.011899999999999685,47621,2.499999999985153e-07,2,1,1,0,0,1,17256,0.007585749999999861,1.0,0,1,0,1,1,1,1,0,0,1.6222753545678602e-05,1.9541648318598115e-05,2.8639992842193175e-05,0.0022305887803776947,2.6256667029041733e-11,2.6256559977869923e-11,2.625655997786993e-11,1.2306109774753042e-16,6.815089262714476e-11,2.2768245622195597e-18,2.2768245622195597e-18,1.733046912759826e-21,1,1,1,-1.5456535056587313e-07,1.5456535056587313e-07,0,-1.5456535056587313e-07,1.5456535056587315e-07,2.646977960169689e-23,0.0,2.646977960169689e-23,2.646977960169689e-23,2.8115817497342813e-19,9,0,7.105427357601002e-15,5.4401387544165225e-24,0,0,0,0,0,0,1.4057908748671406e-22,3.1718343465774444e-14,1.5456535056587312e-12,3.308722450212111e-24,-5.355881946860155e-17,-4.765235321207969e-12,0,1,0,,0
0.011909999999999685,47661,2.499999999985153e-07,2,1,1,0,0,1,17296,0.007585749999999861,1.0,0,1,0,1,1,1,1,0,0,1.6208484878586566e-05,1.952803829408448e-05,2.8640060211587703e-05,0.0022460767571263734,2.625209649146024e-11,2.625197455010903e-11,2.6251974550109037e-11,1.2308252290769844e-16,7.763027524692577e-11,3.252606517456513e-18,3.252606517456513e-18,1.742299850276368e-21,1,1,1,-1.6353127745442233e-07,1.6353127745442233e-07,0,-1.6353127745442233e-07,1.6353127745442233e-07,0.0,0.0,0.0,0.0,2.974639626277509e-19,4,0,3.552713678800501e-15,2.3017898392937616e-24,0,0,0,0,0,0,1.4873198131387545e-22,9.22066648121283e-15,1.635312774544223e-12,6.61744490042422e-24,-5.5255956021290055e-17,-4.767412135339854e-12,0,1,0,,0
0.011919999999999684,47701,2.499999999985153e-07,2,1,1,0,0,1,17336,0.007585749999999861,1.0,0,1,0,1,1,1,1,0,0,1.6194239901172435e-05,1.9514484178972946e-05,2.8641104526087946e-05,0.0022390680083771985,2.6246840344469593e-11,2.624669879691084e-11,2.6246698796910833e-11,1.23107171201508e-16,9.011197463296437e-11,3.903127820947816e-18,3.903127820947816e-18,1.906922518692943e-21,1,1,1,-1.7555941966220676e-07,1.7555941966220676e-07,0,-1.7555941966220673e-07,1.7555941966220673e-07,0.0,2.646977960169689e-23,-2.646977960169689e-23,0.0,3.193478268264896e-19,9,0,1.4210854715202004e-14,7.102768275400908e-24,0,0,0,0,0,0,1.596739134132448e-22,9.986125404826782e-15,1.7555941966220674e-12,6.61744490042422e-24,-5.815177723242353e-17,-4.769676772438937e-12,0,1,0,,0
0.01192999999999968,47741,2.499999999985153e-07,2,1,1,0,0,1,17376,0.007585749999999861,1.0,0,1,0,1,1,1,1,0,0,1.6179919549864895e-05,1.950088448660764e-05,2.863993973899771e-05,0.002223529849985999,2.6240892200469353e-11,2.624073223977557e-11,2.6240732239775575e-11,1.2313507647150318e-16,1.0183414045478395e-10,5.637851296924624e-18,5.637851296924624e-18,1.9273671070999817e-21,1,1,1,-1.8675183920539906e-07,1.8675183920539906e-07,0,-1.8675183920539914e-07,1.8675183920539914e-07,0.0,-5.293955920339377e-23,5.293955920339377e-23,0.0,3.3970332561160027e-19,4,0,7.105427357601002e-15,3.7090042796896484e-24,0,0,0,0,0,0,1.6985166280580012e-22,1.0688189420959349e-14,1.867518392053991e-12,9.926167350636332e-24,-6.094727698175538e-17,-4.7720504993798435e-12,0,1,0,,0
