-0.0167328 0
-0.0167328 1.95313e-05

-0.0167328 1.95312e-05
-0.0167327 3.90625e-05

-0.0167327 3.90625e-05
-0.0167325 5.85938e-05

-0.0167325 5.85938e-05
-0.0167324 7.8125e-05

-0.0167324 7.8125e-05
-0.0167321 9.76562e-05

-0.0167321 9.76563e-05
-0.0167318 0.000117187

-0.0167318 0.000117188
-0.0167314 0.000136719

-0.0167314 0.000136719
-0.016731 0.00015625

-0.016731 0.00015625
-0.0167304 0.000175781

-0.0167304 0.000175781
-0.0167297 0.000195313

-0.0167298 0.000195312
-0.016729 0.000214844

-0.016729 0.000214844
-0.0167281 0.000234375

-0.0167281 0.000234375
-0.0167271 0.000253906

-0.0167271 0.000253906
-0.0167259 0.000273438

-0.0167259 0.000273437
-0.0167245 0.000292969

-0.0167245 0.000292969
-0.0167229 0.0003125

-0.0167229 0.0003125
-0.016721 0.000332031

-0.016721 0.000332031
-0.0167187 0.000351528

-0.0167188 0.000351562
-0.0167187 0.000351641

-0.0167188 0.00035164
-0.0167162 0.000371094

-0.0167162 0.000371094
-0.0167132 0.000390625

-0.0167132 0.000390625
-0.0167097 0.000410156

-0.0167097 0.000410156
-0.0167058 0.000429688

-0.0167058 0.000429688
-0.0167014 0.000449219

-0.0167014 0.000449219
-0.0166992 0.00045773

-0.0166992 0.00045771
-0.0166964 0.00046875

-0.0166964 0.00046875
-0.016691 0.000488281

-0.016691 0.000488281
-0.0166851 0.000507813

-0.0166851 0.000507813
-0.0166797 0.000524695

-0.0166797 0.000524686
-0.0166788 0.000527344

-0.0166788 0.000527344
-0.0166721 0.000546875

-0.0166721 0.000546875
-0.0166651 0.000566406

-0.0166651 0.000566406
-0.0166602 0.000579784

-0.0166602 0.000579769
-0.0166579 0.000585937

-0.0166579 0.000585937
-0.0166504 0.000605469

-0.0166504 0.000605469
-0.0166428 0.000625

-0.0166428 0.000625
-0.0166406 0.000630447

-0.0166406 0.000630419
-0.016635 0.000644531

-0.016635 0.000644531
-0.0166272 0.000664063

-0.0166272 0.000664063
-0.0166211 0.00067901

-0.0166211 0.000679001
-0.0166192 0.000683594

-0.0166192 0.000683594
-0.0166111 0.000703125

-0.0166112 0.000703125
-0.0166029 0.000722656

-0.016603 0.000722656
-0.0166016 0.000725939

-0.0166016 0.000725898
-0.0165946 0.000742188

-0.0165946 0.000742188
-0.016586 0.000761719

-0.0165859 0.000761719
-0.016582 0.000771033

-0.016582 0.00077065
-0.0165773 0.00078125

-0.0165773 0.00078125
-0.0165682 0.000800781

-0.0165683 0.000800781
-0.0165625 0.000812879

-0.0165625 0.000812854
-0.0165589 0.000820313

-0.0165589 0.000820312
-0.0165493 0.000839844

-0.0165493 0.000839844
-0.016543 0.000852256

-0.016543 0.000852229
-0.0165393 0.000859375

-0.0165393 0.000859375
-0.0165289 0.000878906

-0.0165289 0.000878906
-0.0165234 0.000888779

-0.0165234 0.000888735
-0.016518 0.000898438

-0.0165181 0.000898438
-0.0165067 0.000917969

-0.0165067 0.000917969
-0.0165039 0.000922627

-0.0165039 0.000922531
-0.0164948 0.0009375

-0.0164948 0.0009375
-0.0164844 0.000953755

-0.0164844 0.00095372
-0.0164823 0.000957031

-0.0164823 0.000957031
-0.0164691 0.000976562

-0.0164691 0.000976562
-0.0164648 0.000982677

-0.0164648 0.000982542
-0.0164552 0.000996094

-0.0164552 0.000996094
-0.0164453 0.00100923

-0.0164453 0.00100917
-0.0164405 0.00101563

-0.0164405 0.00101563
-0.0164258 0.00103401

-0.0164258 0.00103402
-0.0164249 0.00103516

-0.0164249 0.00103516
-0.0164083 0.00105469

-0.0164083 0.00105469
-0.0164062 0.00105699

-0.0164063 0.00105694
-0.0163906 0.00107422

-0.0163905 0.00107422
-0.0163867 0.00107827

-0.0163867 0.00107821
-0.0163716 0.00109375

-0.0163716 0.00109375
-0.0163672 0.00109811

-0.0163672 0.00109812
-0.0163511 0.00111328

-0.0163513 0.00111328
-0.0163477 0.0011166

-0.0163477 0.00111657
-0.0163293 0.00113281

-0.0163294 0.00113281
-0.0163281 0.00113388

-0.0163281 0.00113378
-0.0163086 0.00114989

-0.0163086 0.00114987
-0.0163054 0.00115234

-0.0163054 0.00115234
-0.0162891 0.00116494

-0.0162891 0.00116491
-0.0162794 0.00117187

-0.0162795 0.00117187
-0.0162695 0.00117897

-0.0162695 0.00117892
-0.0162509 0.00119141

-0.0162512 0.00119141
-0.01625 0.00119215

-0.01625 0.00119203
-0.0162305 0.00120431

-0.0162305 0.00120428
-0.0162191 0.00121094

-0.0162193 0.00121094
-0.0162109 0.00121581

-0.0162109 0.00121566
-0.0161914 0.00122633

-0.0161914 0.00122635
-0.0161833 0.00123047

-0.0161835 0.00123047
-0.0161719 0.00123638

-0.0161719 0.00123623
-0.0161523 0.00124545

-0.0161523 0.00124546
-0.016142 0.00125

-0.0154102 0.00124508
-0.0154234 0.00125

-0.0154102 0.00124503
-0.0153906 0.00123737

-0.0153711 0.00122941
-0.0153737 0.00123047

-0.0153906 0.00123739
-0.0153738 0.00123047

-0.0153711 0.00122937
-0.0153516 0.0012209

-0.0153125 0.00120272
-0.0153297 0.00121094

-0.0153516 0.00122087
-0.015332 0.00121199

-0.015332 0.00121203
-0.0153298 0.00121094

-0.0152344 0.00116091
-0.0152536 0.00117187

-0.0153125 0.00120267
-0.015293 0.00119291

-0.0152734 0.00118275
-0.01529 0.00119141

-0.015293 0.00119294
-0.01529 0.00119141

-0.0152734 0.00118271
-0.0152539 0.00117202

-0.0152539 0.00117205
-0.0152536 0.00117187

